0 -0.41319024
20 -0.48559091
40 -0.54663397
60 -0.59304368
80 -0.62393891
100 -0.64063742
120 -0.64597967
140 -0.64320742
160 -0.63525325
180 -0.62432397
200 -0.61176782
220 -0.598187
240 -0.58376861
260 -0.56850807
280 -0.55238407
300 -0.53548911
320 -0.51810514
340 -0.50071979
360 -0.48398373
380 -0.46861605
400 -0.4552326
420 -0.44415218
440 -0.435243
460 -0.42789227
480 -0.42104859
500 -0.41342249
520 -0.40379868
540 -0.39132801
560 -0.3757102
580 -0.35732893
600 -0.33719902
620 -0.31671744
640 -0.29737894
660 -0.28054165
680 -0.26719825
700 -0.25787666
720 -0.25271321
740 -0.2515679
760 -0.25411266
780 -0.25990014
800 -0.26837739
820 -0.27883228
840 -0.29035219
860 -0.30183157
880 -0.31206503
900 -0.31988653
920 -0.32430288
940 -0.32460129
960 -0.32043953
980 -0.31185891
1000 -0.29924707
1020 -0.28332068
1040 -0.26507565
1060 -0.24566765
1080 -0.22626451
1100 -0.20790412
1120 -0.19133517
1140 -0.17693764
1160 -0.16474133
1180 -0.15452691
1200 -0.14595881
1220 -0.1387241
1240 -0.13259807
1260 -0.12745215
1280 -0.12322004
1300 -0.11983753
1320 -0.11718865
1340 -0.11509016
1360 -0.11329917
1380 -0.11152781
1400 -0.10948901
1420 -0.10693931
1440 -0.10372494
1460 -0.09982326
1480 -0.09537507
1500 -0.09065574
1520 -0.08604102
1540 -0.0819429
1560 -0.07872175
1580 -0.0766024
1600 -0.07566291
1620 -0.07583537
1640 -0.07694088
1660 -0.07876921
1680 -0.08115861
1700 -0.08401303
1720 -0.08727239
1740 -0.09082996
1760 -0.09442363
1780 -0.09757064
1800 -0.09957838
1820 -0.09967678
1840 -0.09726094
1860 -0.09212956
1880 -0.08459599
1900 -0.07546865
1920 -0.06585568
1940 -0.05681339
1960 -0.04900394
1980 -0.0425499
2000 -0.03708076
2020 -0.03193902
2040 -0.02652843
2060 -0.02063646
2080 -0.01454126
2100 -0.0089009
2120 -0.00453313
2140 -0.00209065
2160 -0.00182051
2180 -0.00350013
2200 -0.00656565
2220 -0.01029685
2240 -0.01407112
2260 -0.01748275
2280 -0.02034939
2300 -0.02258965
2320 -0.02410892
2340 -0.02467083
2360 -0.02391061
2380 -0.02142593
2400 -0.01694395
2420 -0.0104459
2440 -0.00228083
2460 0.00685024
2480 0.01600345
2500 0.02418832
2520 0.03056664
2540 0.03470309
2560 0.03669902
2580 0.03718827
2600 0.0371872
2620 0.03787176
2640 0.04022979
2660 0.04481863
2680 0.05168398
2700 0.06045141
2720 0.07051641
2740 0.0813418
2760 0.09265933
2780 0.10453864
2800 0.1173248
2820 0.13148521
2840 0.14742036
2860 0.16535565
2880 0.18531251
2900 0.20713819
2920 0.23060712
2940 0.25550186
2960 0.28162884
2980 0.30878166
3000 0.33670193
3020 0.3649999
3040 0.3931389
3060 0.42048717
3080 0.44643597
3100 0.47050349
3120 0.49245465
3140 0.51233055
3160 0.53040773
3180 0.547072
3200 0.56270169
3220 0.57754148
3240 0.59166141
3260 0.60495938
3280 0.61723391
3300 0.62825351
3320 0.63783422
3340 0.64585145
3360 0.65225428
3380 0.6570674
3400 0.66038923
3420 0.66238869
3440 0.66335554
3460 0.66372161
3480 0.66402653
3500 0.6648782
3520 0.66689436
3540 0.67058562
3560 0.67624182
3580 0.68389406
3600 0.69330495
3620 0.70399516
3640 0.7153338
3660 0.7266765
3680 0.73746654
3700 0.7473052
3720 0.75599662
3740 0.76355134
3760 0.7701258
3780 0.77594912
3800 0.78125902
3820 0.78623646
3840 0.79094615
3860 0.7953209
3880 0.79918418
3900 0.80228236
3920 0.80433119
3940 0.80506447
3960 0.8042533
3980 0.80168802
4000 0.79714612
4020 0.79035426
4040 0.78097524
4060 0.76864594
4080 0.75305543
4100 0.7340512
4120 0.71175955
4140 0.68666689
4160 0.65960935
4180 0.63170493
4200 0.604228
4220 0.57843083
4240 0.55536812
4260 0.53581666
4280 0.52023469
4300 0.50875907
4320 0.50125503
4340 0.49738947
4360 0.49664212
4380 0.4983348
4400 0.50169609
4420 0.5059326
4440 0.51030736
4460 0.51425447
4480 0.51743864
4500 0.51972895
4520 0.5211183
4540 0.52158638
4560 0.52093898
4580 0.51870716
4600 0.51415926
4620 0.50640841
4640 0.49464351
4660 0.47841494
4680 0.45789426
4700 0.4340101
4720 0.40844924
4740 0.38345613
4760 0.36149864
4780 0.34488256
4800 0.33544351
4820 0.3343315
4840 0.34198389
4860 0.35824264
4880 0.3825295
4900 0.41396936
4920 0.45149166
4940 0.49383923
4960 0.53951715
4980 0.58678973
5000 0.6337884
5020 0.67865835
5040 0.7197421
5060 0.75577327
5080 0.78596011
5100 0.80994652
5120 0.82771495
5140 0.83949007
5160 0.84564736
5180 0.84670818
5200 0.84337409
5220 0.83655341
5240 0.82730332
5260 0.81670653
5280 0.80566062
5300 0.7946869
5320 0.78382128
5340 0.77265693
5360 0.76051267
5380 0.74671953
5400 0.7308917
5420 0.71309889
5440 0.69388892
5460 0.67418467
5480 0.65505731
5500 0.63748542
5520 0.62217536
5540 0.6094728
5560 0.59934688
5580 0.5914564
5600 0.58525697
5620 0.58009716
5640 0.57530003
5660 0.5702545
5680 0.56450641
5700 0.55781866
5720 0.55022606
5740 0.54205322
5760 0.53384984
5780 0.52624856
5800 0.51980734
5820 0.51484047
5840 0.51130066
5860 0.50877216
5880 0.50657335
5900 0.50392392
5920 0.50014433
5940 0.49481764
5960 0.48786413
5980 0.47952434
6000 0.47026316
6020 0.46064402
6040 0.45122832
6060 0.44251841
6080 0.43495486
6100 0.42895938
6120 0.42497347
6140 0.42346527
6160 0.4249058
6180 0.4296966
6200 0.43808129
6220 0.45006988
6240 0.46536975
6260 0.48334794
6280 0.50306384
6300 0.5233566
6320 0.54298747
6340 0.56085973
6360 0.5762279
6380 0.58883344
6400 0.5988849
6420 0.60686947
6440 0.61322147
6460 0.61799764
